"","year","zipcode","causes_of_death","count"
"782",2015,92536,"SUI",0
"783",2015,92537,"SUI",0
"784",2015,92538,"SUI",0
"785",2015,92539,"SUI",1
"786",2015,92541,"SUI",0
"787",2015,92543,"SUI",4
"788",2015,92544,"SUI",9
"789",2015,92545,"SUI",8
"790",2015,92546,"SUI",0
"791",2015,92548,"SUI",1
"792",2015,92549,"SUI",4
"793",2015,92550,"SUI",0
"794",2015,92551,"SUI",3
"795",2015,92552,"SUI",0
"796",2015,92553,"SUI",4
"797",2015,92554,"SUI",0
"798",2015,92555,"SUI",4
"799",2015,92557,"SUI",6
"800",2015,92560,"SUI",0
"801",2015,92561,"SUI",0
"802",2015,92562,"SUI",8
"803",2015,92563,"SUI",5
"804",2015,92565,"SUI",0
"805",2015,92566,"SUI",0
"806",2015,92567,"SUI",3
"807",2015,92568,"SUI",0
"808",2015,92570,"SUI",6
"809",2015,92571,"SUI",1
"810",2015,92579,"SUI",0
"811",2015,92581,"SUI",0
"812",2015,92582,"SUI",0
"813",2015,92583,"SUI",5
"814",2015,92584,"SUI",5
"815",2015,92585,"SUI",2
"816",2015,92586,"SUI",5
"817",2015,92587,"SUI",4
"818",2015,92590,"SUI",1
"819",2015,92591,"SUI",2
"820",2015,92592,"SUI",11
"821",2015,92594,"SUI",0
"822",2015,92595,"SUI",0
"823",2015,92596,"SUI",1
"824",2015,92599,"SUI",0
"825",2015,92602,"SUI",1
"826",2015,92603,"SUI",0
"827",2015,92604,"SUI",6
"828",2015,92605,"SUI",0
"829",2015,92606,"SUI",1
"830",2015,92608,"SUI",0
"831",2015,92610,"SUI",0
"832",2015,92612,"SUI",4
"833",2015,92614,"SUI",1
"834",2015,92615,"SUI",1
"835",2015,92616,"SUI",0
"836",2015,92617,"SUI",0
"837",2015,92618,"SUI",1
"838",2015,92619,"SUI",0
"839",2015,92620,"SUI",5
"840",2015,92621,"SUI",0
"841",2015,92622,"SUI",0
"842",2015,92623,"SUI",0
"843",2015,92624,"SUI",0
"844",2015,92625,"SUI",4
"845",2015,92626,"SUI",6
"846",2015,92627,"SUI",5
"847",2015,92628,"SUI",0
"848",2015,92629,"SUI",4
"849",2015,92630,"SUI",7
"850",2015,92631,"SUI",0
"851",2015,92632,"SUI",0
"852",2015,92633,"SUI",0
"853",2015,92634,"SUI",0
"854",2015,92635,"SUI",0
"855",2015,92636,"SUI",0
"856",2015,92637,"SUI",1
"857",2015,92638,"SUI",0
"858",2015,92640,"SUI",0
"859",2015,92641,"SUI",0
"860",2015,92642,"SUI",0
"861",2015,92643,"SUI",0
"862",2015,92645,"SUI",0
"863",2015,92646,"SUI",11
"864",2015,92647,"SUI",13
"865",2015,92648,"SUI",6
"866",2015,92649,"SUI",2
"867",2015,92651,"SUI",3
"868",2015,92652,"SUI",0
"869",2015,92653,"SUI",3
"870",2015,92654,"SUI",0
"871",2015,92655,"SUI",0
"872",2015,92656,"SUI",7
"873",2015,92657,"SUI",2
"874",2015,92658,"SUI",0
"875",2015,92660,"SUI",1
"876",2015,92661,"SUI",1
"877",2015,92662,"SUI",2
"878",2015,92663,"SUI",0
"879",2015,92664,"SUI",0
"880",2015,92666,"SUI",0
"881",2015,92667,"SUI",0
"882",2015,92668,"SUI",0
"883",2015,92669,"SUI",1
"884",2015,92670,"SUI",0
"885",2015,92672,"SUI",10
"886",2015,92673,"SUI",2
"887",2015,92674,"SUI",0
"888",2015,92675,"SUI",4
"889",2015,92676,"SUI",0
"890",2015,92677,"SUI",5
"891",2015,92678,"SUI",0
"892",2015,92679,"SUI",3
"893",2015,92680,"SUI",0
"894",2015,92682,"SUI",0
"895",2015,92683,"SUI",9
"896",2015,92686,"SUI",0
"897",2015,92687,"SUI",0
"898",2015,92688,"SUI",5
"899",2015,92691,"SUI",3
"900",2015,92692,"SUI",4
"901",2015,92693,"SUI",0
"902",2015,92694,"SUI",0
"903",2015,92697,"SUI",0
"904",2015,92701,"SUI",4
"905",2015,92702,"SUI",0
"906",2015,92703,"SUI",3
"907",2015,92704,"SUI",11
"908",2015,92705,"SUI",6
"909",2015,92706,"SUI",4
"910",2015,92707,"SUI",2
"911",2015,92708,"SUI",5
"912",2015,92711,"SUI",0
"913",2015,92714,"SUI",0
"914",2015,92715,"SUI",0
"915",2015,92716,"SUI",0
"916",2015,92717,"SUI",0
"917",2015,92720,"SUI",0
"918",2015,92727,"SUI",0
"919",2015,92734,"SUI",0
"920",2015,92740,"SUI",0
"921",2015,92744,"SUI",0
"922",2015,92745,"SUI",0
"923",2015,92780,"SUI",6
"924",2015,92782,"SUI",0
"925",2015,92789,"SUI",0
"926",2015,92801,"SUI",5
"927",2015,92802,"SUI",2
"928",2015,92803,"SUI",0
"929",2015,92804,"SUI",7
"930",2015,92805,"SUI",6
"931",2015,92806,"SUI",4
"932",2015,92807,"SUI",3
"933",2015,92808,"SUI",1
"934",2015,92812,"SUI",0
"935",2015,92815,"SUI",0
"936",2015,92820,"SUI",0
"937",2015,92821,"SUI",2
"938",2015,92822,"SUI",0
"939",2015,92823,"SUI",0
"940",2015,92825,"SUI",0
"941",2015,92826,"SUI",0
"942",2015,92831,"SUI",1
"943",2015,92832,"SUI",4
"944",2015,92833,"SUI",2
"945",2015,92835,"SUI",2
"946",2015,92837,"SUI",0
"947",2015,92838,"SUI",0
"948",2015,92840,"SUI",6
"949",2015,92841,"SUI",4
"950",2015,92842,"SUI",0
"951",2015,92843,"SUI",6
"952",2015,92844,"SUI",3
"953",2015,92845,"SUI",1
"954",2015,92846,"SUI",0
"955",2015,92847,"SUI",0
"956",2015,92860,"SUI",0
"957",2015,92861,"SUI",0
"958",2015,92863,"SUI",0
"959",2015,92864,"SUI",0
"960",2015,92865,"SUI",2
"961",2015,92866,"SUI",3
"962",2015,92867,"SUI",3
"963",2015,92868,"SUI",2
"964",2015,92869,"SUI",3
"965",2015,92870,"SUI",5
"966",2015,92871,"SUI",0
"967",2015,92872,"SUI",0
"968",2015,92874,"SUI",0
"969",2015,92877,"SUI",0
"970",2015,92878,"SUI",0
"971",2015,92879,"SUI",2
"972",2015,92880,"SUI",5
"973",2015,92881,"SUI",1
"974",2015,92882,"SUI",6
"975",2015,92883,"SUI",3
"976",2015,92886,"SUI",4
"977",2015,92887,"SUI",3
"978",2015,92889,"SUI",0
"979",2015,92923,"SUI",0
"980",2015,92927,"SUI",0
"981",2015,92935,"SUI",0
"982",2015,92941,"SUI",0
"983",2015,93001,"SUI",7
"984",2015,93003,"SUI",9
"985",2015,93004,"SUI",4
"986",2015,93006,"SUI",0
"987",2015,93010,"SUI",6
"988",2015,93012,"SUI",8
"989",2015,93013,"SUI",8
"990",2015,93015,"SUI",1
"991",2015,93021,"SUI",1
"992",2015,93022,"SUI",1
"993",2015,93023,"SUI",7
"994",2015,93030,"SUI",8
"995",2015,93031,"SUI",0
"996",2015,93033,"SUI",5
"997",2015,93035,"SUI",4
"998",2015,93036,"SUI",2
"999",2015,93040,"SUI",1
"1000",2015,93041,"SUI",3
"1001",2015,93060,"SUI",4
"1002",2015,93062,"SUI",0
"1003",2015,93063,"SUI",9
"1004",2015,93065,"SUI",8
"1005",2015,93066,"SUI",0
"1006",2015,93067,"SUI",0
"1007",2015,93071,"SUI",0
"1008",2015,93101,"SUI",5
"1009",2015,93102,"SUI",0
"1010",2015,93103,"SUI",4
"1011",2015,93105,"SUI",5
"1012",2015,93108,"SUI",3
"1013",2015,93109,"SUI",0
"1014",2015,93110,"SUI",6
"1015",2015,93111,"SUI",4
"1016",2015,93112,"SUI",0
"1017",2015,93116,"SUI",0
"1018",2015,93117,"SUI",3
"1019",2015,93136,"SUI",0
"1020",2015,93139,"SUI",0
"1021",2015,93142,"SUI",0
"1022",2015,93155,"SUI",0
"1023",2015,93160,"SUI",0
"1024",2015,93201,"SUI",0
"1025",2015,93202,"SUI",0
"1026",2015,93203,"SUI",2
"1027",2015,93204,"SUI",0
"1028",2015,93205,"SUI",3
"1029",2015,93206,"SUI",0
"1030",2015,93207,"SUI",0
"1031",2015,93208,"SUI",0
"1032",2015,93210,"SUI",2
"1033",2015,93211,"SUI",0
"1034",2015,93212,"SUI",3
"1035",2015,93215,"SUI",2
"1036",2015,93216,"SUI",0
"1037",2015,93218,"SUI",0
"1038",2015,93219,"SUI",0
"1039",2015,93220,"SUI",0
"1040",2015,93221,"SUI",1
"1041",2015,93222,"SUI",1
"1042",2015,93223,"SUI",3
"1043",2015,93224,"SUI",0
"1044",2015,93225,"SUI",2
"1045",2015,93226,"SUI",0
"1046",2015,93227,"SUI",0
"1047",2015,93229,"SUI",0
"1048",2015,93230,"SUI",9
"1049",2015,93232,"SUI",0
"1050",2015,93234,"SUI",1
"1051",2015,93235,"SUI",1
"1052",2015,93237,"SUI",0
"1053",2015,93238,"SUI",0
"1054",2015,93239,"SUI",0
"1055",2015,93240,"SUI",3
"1056",2015,93241,"SUI",1
"1057",2015,93242,"SUI",0
"1058",2015,93243,"SUI",0
"1059",2015,93244,"SUI",0
"1060",2015,93245,"SUI",2
"1061",2015,93247,"SUI",1
"1062",2015,93249,"SUI",0
"1063",2015,93250,"SUI",1
"1064",2015,93251,"SUI",0
"1065",2015,93252,"SUI",0
"1066",2015,93254,"SUI",0
"1067",2015,93255,"SUI",0
"1068",2015,93256,"SUI",0
"1069",2015,93257,"SUI",9
"1070",2015,93258,"SUI",0
"1071",2015,93260,"SUI",0
"1072",2015,93261,"SUI",0
"1073",2015,93263,"SUI",2
"1074",2015,93265,"SUI",2
"1075",2015,93266,"SUI",0
"1076",2015,93267,"SUI",0
"1077",2015,93268,"SUI",5
"1078",2015,93270,"SUI",1
"1079",2015,93271,"SUI",0
"1080",2015,93272,"SUI",1
"1081",2015,93273,"SUI",0
"1082",2015,93274,"SUI",9
"1083",2015,93276,"SUI",0
"1084",2015,93277,"SUI",15
"1085",2015,93279,"SUI",0
"1086",2015,93280,"SUI",3
"1087",2015,93283,"SUI",0
"1088",2015,93285,"SUI",2
"1089",2015,93286,"SUI",0
"1090",2015,93287,"SUI",0
"1091",2015,93290,"SUI",1
"1092",2015,93291,"SUI",8
"1093",2015,93292,"SUI",1
"1094",2015,93293,"SUI",0
"1095",2015,93295,"SUI",0
"1096",2015,93301,"SUI",4
"1097",2015,93303,"SUI",0
"1098",2015,93304,"SUI",4
"1099",2015,93305,"SUI",4
"1100",2015,93306,"SUI",7
"1101",2015,93307,"SUI",6
"1102",2015,93308,"SUI",10
"1103",2015,93309,"SUI",15
"1104",2015,93311,"SUI",4
"1105",2015,93312,"SUI",9
"1106",2015,93313,"SUI",4
"1107",2015,93314,"SUI",5
"1108",2015,93315,"SUI",0
"1109",2015,93330,"SUI",0
"1110",2015,93356,"SUI",0
"1111",2015,93384,"SUI",0
"1112",2015,93385,"SUI",0
"1113",2015,93401,"SUI",7
"1114",2015,93402,"SUI",1
"1115",2015,93403,"SUI",0
"1116",2015,93405,"SUI",3
"1117",2015,93406,"SUI",0
"1118",2015,93409,"SUI",3
"1119",2015,93410,"SUI",0
"1120",2015,93420,"SUI",6
"1121",2015,93421,"SUI",0
"1122",2015,93422,"SUI",4
"1123",2015,93424,"SUI",0
"1124",2015,93426,"SUI",2
"1125",2015,93427,"SUI",0
"1126",2015,93428,"SUI",2
"1127",2015,93430,"SUI",1
"1128",2015,93432,"SUI",0
"1129",2015,93433,"SUI",2
"1130",2015,93434,"SUI",0
"1131",2015,93435,"SUI",0
"1132",2015,93436,"SUI",10
"1133",2015,93437,"SUI",0
"1134",2015,93440,"SUI",1
"1135",2015,93441,"SUI",2
"1136",2015,93442,"SUI",1
"1137",2015,93444,"SUI",3
"1138",2015,93445,"SUI",1
"1139",2015,93446,"SUI",9
"1140",2015,93449,"SUI",2
"1141",2015,93450,"SUI",0
"1142",2015,93451,"SUI",1
"1143",2015,93452,"SUI",0
"1144",2015,93453,"SUI",2
"1145",2015,93454,"SUI",5
"1146",2015,93455,"SUI",6
"1147",2015,93456,"SUI",0
"1148",2015,93458,"SUI",6
"1149",2015,93460,"SUI",2
"1150",2015,93461,"SUI",0
"1151",2015,93462,"SUI",0
"1152",2015,93463,"SUI",1
"1153",2015,93465,"SUI",1
"1154",2015,93490,"SUI",0
"1155",2015,93501,"SUI",1
"1156",2015,93504,"SUI",0
"1157",2015,93505,"SUI",1
"1158",2015,93507,"SUI",0
"1159",2015,93510,"SUI",0
"1160",2015,93512,"SUI",0
"1161",2015,93513,"SUI",0
"1162",2015,93514,"SUI",1
"1163",2015,93516,"SUI",0
"1164",2015,93517,"SUI",0
"1165",2015,93518,"SUI",0
"1166",2015,93519,"SUI",0
"1167",2015,93522,"SUI",0
"1168",2015,93523,"SUI",1
"1169",2015,93526,"SUI",0
"1170",2015,93527,"SUI",1
"1171",2015,93528,"SUI",0
"1172",2015,93529,"SUI",0
"1173",2015,9353,"SUI",0
"1174",2015,93530,"SUI",1
"1175",2015,93531,"SUI",0
"1176",2015,93532,"SUI",0
"1177",2015,93533,"SUI",0
"1178",2015,93534,"SUI",2
"1179",2015,93535,"SUI",10
"1180",2015,93536,"SUI",3
"1181",2015,93539,"SUI",0
"1182",2015,93541,"SUI",0
"1183",2015,93543,"SUI",1
"1184",2015,93544,"SUI",1
"1185",2015,93545,"SUI",0
"1186",2015,93546,"SUI",0
"1187",2015,93549,"SUI",0
"1188",2015,93550,"SUI",7
"1189",2015,93551,"SUI",5
"1190",2015,93552,"SUI",2
"1191",2015,93553,"SUI",0
"1192",2015,93554,"SUI",1
"1193",2015,93555,"SUI",6
"1194",2015,93556,"SUI",0
"1195",2015,93558,"SUI",0
"1196",2015,93560,"SUI",4
"1197",2015,93561,"SUI",7
"1198",2015,93562,"SUI",0
"1199",2015,93563,"SUI",0
"1200",2015,93564,"SUI",0
"1201",2015,93567,"SUI",0
"1202",2015,93577,"SUI",0
"1203",2015,93590,"SUI",0
"1204",2015,93591,"SUI",1
"1205",2015,93601,"SUI",0
"1206",2015,93602,"SUI",0
"1207",2015,93603,"SUI",0
"1208",2015,93604,"SUI",0
"1209",2015,93605,"SUI",0
"1210",2015,93606,"SUI",0
"1211",2015,93608,"SUI",0
"1212",2015,93609,"SUI",1
"1213",2015,93610,"SUI",1
"1214",2015,93611,"SUI",5
"1215",2015,93612,"SUI",7
"1216",2015,93613,"SUI",0
"1217",2015,93614,"SUI",1
"1218",2015,93615,"SUI",0
"1219",2015,93616,"SUI",0
"1220",2015,93618,"SUI",2
"1221",2015,93619,"SUI",4
"1222",2015,93620,"SUI",1
"1223",2015,93621,"SUI",0
"1224",2015,93622,"SUI",1
"1225",2015,93623,"SUI",0
"1226",2015,93624,"SUI",0
"1227",2015,93625,"SUI",0
"1228",2015,93626,"SUI",0
"1229",2015,93627,"SUI",0
"1230",2015,93630,"SUI",2
"1231",2015,93631,"SUI",4
"1232",2015,93634,"SUI",0
"1233",2015,93635,"SUI",7
"1234",2015,93636,"SUI",0
"1235",2015,93637,"SUI",3
"1236",2015,93638,"SUI",3
"1237",2015,93640,"SUI",0
"1238",2015,93641,"SUI",0
"1239",2015,93643,"SUI",3
"1240",2015,93644,"SUI",2
"1241",2015,93645,"SUI",0
"1242",2015,93646,"SUI",0
"1243",2015,93647,"SUI",0
"1244",2015,93648,"SUI",1
"1245",2015,93650,"SUI",0
"1246",2015,93651,"SUI",1
"1247",2015,93652,"SUI",0
"1248",2015,93653,"SUI",0
"1249",2015,93654,"SUI",4
"1250",2015,93656,"SUI",0
"1251",2015,93657,"SUI",4
"1252",2015,93658,"SUI",0
"1253",2015,93659,"SUI",0
"1254",2015,93660,"SUI",0
"1255",2015,93661,"SUI",0
"1256",2015,93662,"SUI",3
"1257",2015,93664,"SUI",0
"1258",2015,93665,"SUI",0
"1259",2015,93666,"SUI",0
"1260",2015,93667,"SUI",1
"1261",2015,93668,"SUI",0
"1262",2015,93669,"SUI",0
"1263",2015,93670,"SUI",0
"1264",2015,93672,"SUI",0
"1265",2015,93673,"SUI",0
"1266",2015,93675,"SUI",0
"1267",2015,93690,"SUI",0
"1268",2015,93701,"SUI",0
"1269",2015,93702,"SUI",4
"1270",2015,93703,"SUI",6
"1271",2015,93704,"SUI",4
"1272",2015,93705,"SUI",4
"1273",2015,93706,"SUI",3
"1274",2015,93707,"SUI",0
"1275",2015,93708,"SUI",0
"1276",2015,93709,"SUI",0
"1277",2015,93710,"SUI",3
"1278",2015,93711,"SUI",5
"1279",2015,93720,"SUI",2
"1280",2015,93721,"SUI",1
"1281",2015,93722,"SUI",9
"1282",2015,93723,"SUI",0
"1283",2015,93724,"SUI",0
"1284",2015,93725,"SUI",5
"1285",2015,93726,"SUI",9
"1286",2015,93727,"SUI",2
"1287",2015,93728,"SUI",2
"1288",2015,93729,"SUI",0
"1289",2015,93730,"SUI",0
"1290",2015,93733,"SUI",0
"1291",2015,93735,"SUI",0
"1292",2015,93737,"SUI",1
"1293",2015,93767,"SUI",0
"1294",2015,93804,"SUI",0
"1295",2015,93840,"SUI",0
"1296",2015,93901,"SUI",3
"1297",2015,93905,"SUI",3
"1298",2015,93906,"SUI",8
"1299",2015,93907,"SUI",4
"1300",2015,93908,"SUI",3
"1301",2015,93920,"SUI",1
"1302",2015,93921,"SUI",1
"1303",2015,93922,"SUI",0
"1304",2015,93923,"SUI",1
"1305",2015,93924,"SUI",4
"1306",2015,93925,"SUI",0
"1307",2015,93926,"SUI",2
"1308",2015,93927,"SUI",1
"1309",2015,93930,"SUI",2
"1310",2015,93933,"SUI",3
"1311",2015,93940,"SUI",3
"1312",2015,93942,"SUI",0
"1313",2015,93950,"SUI",6
"1314",2015,93953,"SUI",1
"1315",2015,93954,"SUI",0
"1316",2015,93955,"SUI",3
"1317",2015,93960,"SUI",1
"1318",2015,93962,"SUI",0
"1319",2015,94002,"SUI",2
"1320",2015,94003,"SUI",0
"1321",2015,94005,"SUI",0
"1322",2015,94007,"SUI",0
"1323",2015,94010,"SUI",4
"1324",2015,94011,"SUI",0
"1325",2015,94012,"SUI",0
"1326",2015,94013,"SUI",0
"1327",2015,94014,"SUI",2
"1328",2015,94015,"SUI",5
"1329",2015,94017,"SUI",0
"1330",2015,94018,"SUI",0
"1331",2015,94019,"SUI",0
"1332",2015,94020,"SUI",0
"1333",2015,94021,"SUI",0
"1334",2015,94022,"SUI",1
"1335",2015,94024,"SUI",1
"1336",2015,94025,"SUI",3
"1337",2015,94026,"SUI",0
"1338",2015,94027,"SUI",1
"1339",2015,94028,"SUI",0
"1340",2015,94030,"SUI",2
"1341",2015,94031,"SUI",0
"1342",2015,94032,"SUI",0
"1343",2015,94035,"SUI",0
"1344",2015,94036,"SUI",0
"1345",2015,94037,"SUI",0
"1346",2015,94038,"SUI",0
"1347",2015,94040,"SUI",0
"1348",2015,94041,"SUI",2
"1349",2015,94042,"SUI",0
"1350",2015,94043,"SUI",4
"1351",2015,94044,"SUI",2
"1352",2015,94045,"SUI",0
"1353",2015,94060,"SUI",0
"1354",2015,94061,"SUI",4
"1355",2015,94062,"SUI",4
"1356",2015,94063,"SUI",4
"1357",2015,94065,"SUI",0
"1358",2015,94066,"SUI",4
"1359",2015,94070,"SUI",3
"1360",2015,94075,"SUI",0
"1361",2015,94080,"SUI",5
"1362",2015,94085,"SUI",2
"1363",2015,94086,"SUI",5
"1364",2015,94087,"SUI",4
"1365",2015,94088,"SUI",0
"1366",2015,94089,"SUI",0
"1367",2015,94101,"SUI",0
"1368",2015,94102,"SUI",5
"1369",2015,94103,"SUI",9
"1370",2015,94104,"SUI",0
"1371",2015,94105,"SUI",1
"1372",2015,94106,"SUI",0
"1373",2015,94107,"SUI",3
"1374",2015,94108,"SUI",2
"1375",2015,94109,"SUI",13
"1376",2015,94110,"SUI",10
"1377",2015,94111,"SUI",1
"1378",2015,94112,"SUI",6
"1379",2015,94113,"SUI",0
"1380",2015,94114,"SUI",5
"1381",2015,94115,"SUI",2
"1382",2015,94116,"SUI",6
"1383",2015,94117,"SUI",2
"1384",2015,94118,"SUI",4
"1385",2015,94119,"SUI",0
"1386",2015,94121,"SUI",5
"1387",2015,94122,"SUI",2
"1388",2015,94123,"SUI",2
"1389",2015,94124,"SUI",2
"1390",2015,94126,"SUI",0
"1391",2015,94127,"SUI",1
"1392",2015,94129,"SUI",0
"1393",2015,94130,"SUI",0
"1394",2015,94131,"SUI",6
"1395",2015,94132,"SUI",2
"1396",2015,94133,"SUI",5
"1397",2015,94134,"SUI",6
"1398",2015,94143,"SUI",0
"1399",2015,94156,"SUI",0
"1400",2015,94158,"SUI",0
"1401",2015,94159,"SUI",0
"1402",2015,94207,"SUI",0
"1403",2015,94240,"SUI",0
"1404",2015,94249,"SUI",0
"1405",2015,94280,"SUI",0
"1406",2015,94301,"SUI",1
"1407",2015,94303,"SUI",5
"1408",2015,94304,"SUI",1
"1409",2015,94305,"SUI",1
"1410",2015,94306,"SUI",4
"1411",2015,94309,"SUI",0
"1412",2015,94348,"SUI",0
"1413",2015,94400,"SUI",0
"1414",2015,94401,"SUI",4
"1415",2015,94402,"SUI",2
"1416",2015,94403,"SUI",4
"1417",2015,94404,"SUI",3
"1418",2015,94415,"SUI",0
"1419",2015,94493,"SUI",0
"1420",2015,94501,"SUI",5
"1421",2015,94502,"SUI",1
"1422",2015,94503,"SUI",2
"1423",2015,94505,"SUI",0
"1424",2015,94506,"SUI",0
"1425",2015,94507,"SUI",2
"1426",2015,94508,"SUI",1
"1427",2015,94509,"SUI",8
"1428",2015,94510,"SUI",2
"1429",2015,94511,"SUI",0
"1430",2015,94512,"SUI",0
"1431",2015,94513,"SUI",7
"1432",2015,94514,"SUI",1
"1433",2015,94515,"SUI",2
"1434",2015,94516,"SUI",0
"1435",2015,94517,"SUI",0
"1436",2015,94518,"SUI",4
"1437",2015,94519,"SUI",3
"1438",2015,94520,"SUI",4
"1439",2015,94521,"SUI",2
"1440",2015,94522,"SUI",0
"1441",2015,94523,"SUI",4
"1442",2015,94525,"SUI",0
"1443",2015,94526,"SUI",2
"1444",2015,94528,"SUI",0
"1445",2015,94530,"SUI",3
"1446",2015,94531,"SUI",2
"1447",2015,94533,"SUI",10
"1448",2015,94534,"SUI",8
"1449",2015,94535,"SUI",0
"1450",2015,94536,"SUI",4
"1451",2015,94538,"SUI",8
"1452",2015,94539,"SUI",0
"1453",2015,94540,"SUI",0
"1454",2015,94541,"SUI",8
"1455",2015,94542,"SUI",1
"1456",2015,94543,"SUI",0
"1457",2015,94544,"SUI",5
"1458",2015,94545,"SUI",7
"1459",2015,94546,"SUI",3
"1460",2015,94547,"SUI",1
"1461",2015,94548,"SUI",0
"1462",2015,94549,"SUI",4
"1463",2015,94550,"SUI",10
"1464",2015,94551,"SUI",3
"1465",2015,94552,"SUI",1
"1466",2015,94553,"SUI",3
"1467",2015,94555,"SUI",1
"1468",2015,94556,"SUI",2
"1469",2015,94557,"SUI",0
"1470",2015,94558,"SUI",7
"1471",2015,94559,"SUI",6
"1472",2015,94560,"SUI",1
"1473",2015,94561,"SUI",6
"1474",2015,94563,"SUI",2
"1475",2015,94564,"SUI",2
"1476",2015,94565,"SUI",11
"1477",2015,94566,"SUI",1
"1478",2015,94567,"SUI",0
"1479",2015,94568,"SUI",4
"1480",2015,94569,"SUI",0
"1481",2015,94570,"SUI",0
"1482",2015,94571,"SUI",2
"1483",2015,94572,"SUI",1
"1484",2015,94573,"SUI",0
"1485",2015,94574,"SUI",1
"1486",2015,94576,"SUI",0
"1487",2015,94577,"SUI",3
"1488",2015,94578,"SUI",3
"1489",2015,94579,"SUI",3
"1490",2015,94580,"SUI",4
"1491",2015,94581,"SUI",0
"1492",2015,94582,"SUI",2
"1493",2015,94583,"SUI",0
"1494",2015,94585,"SUI",3
"1495",2015,94586,"SUI",0
"1496",2015,94587,"SUI",9
"1497",2015,94588,"SUI",2
"1498",2015,94589,"SUI",5
"1499",2015,94590,"SUI",4
"1500",2015,94591,"SUI",5
"1501",2015,94592,"SUI",0
"1502",2015,94594,"SUI",0
"1503",2015,94595,"SUI",2
"1504",2015,94596,"SUI",2
"1505",2015,94597,"SUI",4
"1506",2015,94598,"SUI",2
"1507",2015,94599,"SUI",1
"1508",2015,94601,"SUI",4
"1509",2015,94602,"SUI",4
"1510",2015,94603,"SUI",1
"1511",2015,94604,"SUI",0
"1512",2015,94605,"SUI",6
"1513",2015,94606,"SUI",3
"1514",2015,94607,"SUI",5
"1515",2015,94608,"SUI",3
"1516",2015,94609,"SUI",3
"1517",2015,94610,"SUI",5
"1518",2015,94611,"SUI",5
"1519",2015,94612,"SUI",2
"1520",2015,94613,"SUI",1
"1521",2015,94615,"SUI",0
"1522",2015,94618,"SUI",1
"1523",2015,94619,"SUI",4
"1524",2015,94621,"SUI",3
"1525",2015,94632,"SUI",0
"1526",2015,94648,"SUI",0
"1527",2015,94662,"SUI",0
"1528",2015,94688,"SUI",0
"1529",2015,94701,"SUI",0
"1530",2015,94702,"SUI",1
"1531",2015,94703,"SUI",3
"1532",2015,94704,"SUI",0
"1533",2015,94705,"SUI",3
"1534",2015,94706,"SUI",0
"1535",2015,94707,"SUI",1
"1536",2015,94708,"SUI",0
"1537",2015,94709,"SUI",1
"1538",2015,94710,"SUI",0
"1539",2015,94714,"SUI",0
