"","year","zipcode","causes_of_death","count"
"1540",2015,94745,"SUI",0
"1541",2015,94754,"SUI",0
"1542",2015,94758,"SUI",0
"1543",2015,94801,"SUI",7
"1544",2015,94802,"SUI",0
"1545",2015,94803,"SUI",2
"1546",2015,94804,"SUI",4
"1547",2015,94805,"SUI",2
"1548",2015,94806,"SUI",7
"1549",2015,94807,"SUI",0
"1550",2015,94814,"SUI",0
"1551",2015,94816,"SUI",0
"1552",2015,94820,"SUI",0
"1553",2015,94831,"SUI",0
"1554",2015,94842,"SUI",0
"1555",2015,94843,"SUI",0
"1556",2015,94901,"SUI",4
"1557",2015,94903,"SUI",7
"1558",2015,94904,"SUI",0
"1559",2015,94905,"SUI",0
"1560",2015,94912,"SUI",0
"1561",2015,94920,"SUI",1
"1562",2015,94922,"SUI",0
"1563",2015,94923,"SUI",0
"1564",2015,94924,"SUI",1
"1565",2015,94925,"SUI",0
"1566",2015,94928,"SUI",7
"1567",2015,94929,"SUI",0
"1568",2015,94930,"SUI",1
"1569",2015,94931,"SUI",0
"1570",2015,94933,"SUI",0
"1571",2015,94937,"SUI",0
"1572",2015,94938,"SUI",0
"1573",2015,94939,"SUI",0
"1574",2015,94940,"SUI",1
"1575",2015,94941,"SUI",3
"1576",2015,94942,"SUI",0
"1577",2015,94945,"SUI",4
"1578",2015,94946,"SUI",0
"1579",2015,94947,"SUI",2
"1580",2015,94948,"SUI",0
"1581",2015,94949,"SUI",1
"1582",2015,94950,"SUI",0
"1583",2015,94951,"SUI",0
"1584",2015,94952,"SUI",1
"1585",2015,94954,"SUI",4
"1586",2015,94956,"SUI",0
"1587",2015,94957,"SUI",2
"1588",2015,94959,"SUI",0
"1589",2015,94960,"SUI",1
"1590",2015,94961,"SUI",0
"1591",2015,94963,"SUI",0
"1592",2015,94964,"SUI",2
"1593",2015,94965,"SUI",1
"1594",2015,94970,"SUI",0
"1595",2015,94971,"SUI",0
"1596",2015,94972,"SUI",0
"1597",2015,94973,"SUI",0
"1598",2015,95001,"SUI",0
"1599",2015,95002,"SUI",0
"1600",2015,95003,"SUI",7
"1601",2015,95004,"SUI",0
"1602",2015,95005,"SUI",2
"1603",2015,95006,"SUI",0
"1604",2015,95007,"SUI",1
"1605",2015,95008,"SUI",6
"1606",2015,95010,"SUI",0
"1607",2015,95012,"SUI",0
"1608",2015,95013,"SUI",0
"1609",2015,95014,"SUI",6
"1610",2015,95017,"SUI",0
"1611",2015,95018,"SUI",1
"1612",2015,95019,"SUI",0
"1613",2015,95020,"SUI",9
"1614",2015,95021,"SUI",0
"1615",2015,95022,"SUI",0
"1616",2015,95023,"SUI",5
"1617",2015,95025,"SUI",0
"1618",2015,95026,"SUI",0
"1619",2015,95028,"SUI",0
"1620",2015,95030,"SUI",3
"1621",2015,95031,"SUI",0
"1622",2015,95032,"SUI",3
"1623",2015,95033,"SUI",1
"1624",2015,95034,"SUI",0
"1625",2015,95035,"SUI",5
"1626",2015,95036,"SUI",0
"1627",2015,95037,"SUI",5
"1628",2015,95038,"SUI",0
"1629",2015,95039,"SUI",0
"1630",2015,95040,"SUI",0
"1631",2015,95041,"SUI",0
"1632",2015,95042,"SUI",0
"1633",2015,95043,"SUI",0
"1634",2015,95045,"SUI",1
"1635",2015,95046,"SUI",0
"1636",2015,95050,"SUI",2
"1637",2015,95051,"SUI",5
"1638",2015,95054,"SUI",2
"1639",2015,95057,"SUI",0
"1640",2015,95060,"SUI",10
"1641",2015,95062,"SUI",9
"1642",2015,95063,"SUI",0
"1643",2015,95064,"SUI",0
"1644",2015,95065,"SUI",2
"1645",2015,95066,"SUI",3
"1646",2015,95070,"SUI",4
"1647",2015,95071,"SUI",0
"1648",2015,95073,"SUI",1
"1649",2015,95075,"SUI",0
"1650",2015,95076,"SUI",9
"1651",2015,95085,"SUI",0
"1652",2015,95087,"SUI",0
"1653",2015,95110,"SUI",1
"1654",2015,95111,"SUI",5
"1655",2015,95112,"SUI",5
"1656",2015,95113,"SUI",1
"1657",2015,95114,"SUI",0
"1658",2015,95116,"SUI",2
"1659",2015,95117,"SUI",2
"1660",2015,95118,"SUI",6
"1661",2015,95119,"SUI",1
"1662",2015,95120,"SUI",3
"1663",2015,95121,"SUI",2
"1664",2015,95122,"SUI",7
"1665",2015,95123,"SUI",2
"1666",2015,95124,"SUI",3
"1667",2015,95125,"SUI",4
"1668",2015,95126,"SUI",4
"1669",2015,95127,"SUI",3
"1670",2015,95128,"SUI",4
"1671",2015,95129,"SUI",3
"1672",2015,95130,"SUI",1
"1673",2015,95131,"SUI",4
"1674",2015,95132,"SUI",2
"1675",2015,95133,"SUI",3
"1676",2015,95134,"SUI",1
"1677",2015,95135,"SUI",1
"1678",2015,95136,"SUI",4
"1679",2015,95137,"SUI",0
"1680",2015,95138,"SUI",0
"1681",2015,95139,"SUI",0
"1682",2015,95140,"SUI",1
"1683",2015,95148,"SUI",2
"1684",2015,95150,"SUI",0
"1685",2015,95158,"SUI",0
"1686",2015,95166,"SUI",0
"1687",2015,95189,"SUI",1
"1688",2015,95201,"SUI",0
"1689",2015,95202,"SUI",3
"1690",2015,95203,"SUI",3
"1691",2015,95204,"SUI",5
"1692",2015,95205,"SUI",5
"1693",2015,95206,"SUI",1
"1694",2015,95207,"SUI",7
"1695",2015,95208,"SUI",0
"1696",2015,95209,"SUI",3
"1697",2015,95210,"SUI",1
"1698",2015,95212,"SUI",3
"1699",2015,95213,"SUI",0
"1700",2015,95215,"SUI",2
"1701",2015,95217,"SUI",0
"1702",2015,95218,"SUI",0
"1703",2015,95219,"SUI",3
"1704",2015,95220,"SUI",1
"1705",2015,95221,"SUI",0
"1706",2015,95222,"SUI",1
"1707",2015,95223,"SUI",1
"1708",2015,95224,"SUI",0
"1709",2015,95225,"SUI",0
"1710",2015,95226,"SUI",0
"1711",2015,95227,"SUI",0
"1712",2015,95228,"SUI",5
"1713",2015,95230,"SUI",0
"1714",2015,95231,"SUI",0
"1715",2015,95232,"SUI",0
"1716",2015,95233,"SUI",0
"1717",2015,95236,"SUI",0
"1718",2015,95237,"SUI",0
"1719",2015,9524,"SUI",0
"1720",2015,95240,"SUI",2
"1721",2015,95241,"SUI",0
"1722",2015,95242,"SUI",4
"1723",2015,95243,"SUI",1
"1724",2015,95245,"SUI",1
"1725",2015,95246,"SUI",2
"1726",2015,95247,"SUI",2
"1727",2015,95248,"SUI",0
"1728",2015,95249,"SUI",3
"1729",2015,95250,"SUI",0
"1730",2015,95251,"SUI",0
"1731",2015,95252,"SUI",7
"1732",2015,95253,"SUI",0
"1733",2015,95254,"SUI",0
"1734",2015,95255,"SUI",0
"1735",2015,95257,"SUI",0
"1736",2015,95258,"SUI",0
"1737",2015,95259,"SUI",0
"1738",2015,95261,"SUI",0
"1739",2015,95262,"SUI",0
"1740",2015,95264,"SUI",0
"1741",2015,95269,"SUI",0
"1742",2015,95297,"SUI",0
"1743",2015,95301,"SUI",4
"1744",2015,95303,"SUI",0
"1745",2015,95304,"SUI",0
"1746",2015,95305,"SUI",0
"1747",2015,95306,"SUI",0
"1748",2015,95307,"SUI",4
"1749",2015,95308,"SUI",0
"1750",2015,95309,"SUI",0
"1751",2015,95310,"SUI",0
"1752",2015,95311,"SUI",1
"1753",2015,95313,"SUI",0
"1754",2015,95315,"SUI",1
"1755",2015,95316,"SUI",1
"1756",2015,95317,"SUI",0
"1757",2015,95318,"SUI",0
"1758",2015,95319,"SUI",0
"1759",2015,95320,"SUI",1
"1760",2015,95321,"SUI",0
"1761",2015,95322,"SUI",2
"1762",2015,95323,"SUI",0
"1763",2015,95324,"SUI",1
"1764",2015,95325,"SUI",0
"1765",2015,95326,"SUI",0
"1766",2015,95327,"SUI",1
"1767",2015,95328,"SUI",1
"1768",2015,95329,"SUI",1
"1769",2015,95330,"SUI",2
"1770",2015,95333,"SUI",2
"1771",2015,95334,"SUI",1
"1772",2015,95335,"SUI",0
"1773",2015,95336,"SUI",4
"1774",2015,95337,"SUI",6
"1775",2015,95338,"SUI",6
"1776",2015,95340,"SUI",6
"1777",2015,95341,"SUI",4
"1778",2015,95344,"SUI",0
"1779",2015,95345,"SUI",0
"1780",2015,95346,"SUI",1
"1781",2015,95348,"SUI",6
"1782",2015,95350,"SUI",2
"1783",2015,95351,"SUI",8
"1784",2015,95353,"SUI",0
"1785",2015,95354,"SUI",4
"1786",2015,95355,"SUI",8
"1787",2015,95356,"SUI",5
"1788",2015,95357,"SUI",2
"1789",2015,95358,"SUI",3
"1790",2015,95359,"SUI",0
"1791",2015,95360,"SUI",0
"1792",2015,95361,"SUI",5
"1793",2015,95362,"SUI",0
"1794",2015,95363,"SUI",3
"1795",2015,95364,"SUI",0
"1796",2015,95365,"SUI",0
"1797",2015,95366,"SUI",3
"1798",2015,95367,"SUI",0
"1799",2015,95368,"SUI",1
"1800",2015,95369,"SUI",0
"1801",2015,95370,"SUI",11
"1802",2015,95372,"SUI",1
"1803",2015,95374,"SUI",1
"1804",2015,95375,"SUI",0
"1805",2015,95376,"SUI",5
"1806",2015,95377,"SUI",1
"1807",2015,95379,"SUI",0
"1808",2015,95380,"SUI",1
"1809",2015,95381,"SUI",0
"1810",2015,95382,"SUI",2
"1811",2015,95383,"SUI",2
"1812",2015,95384,"SUI",0
"1813",2015,95385,"SUI",0
"1814",2015,95386,"SUI",1
"1815",2015,95387,"SUI",0
"1816",2015,95388,"SUI",1
"1817",2015,95389,"SUI",0
"1818",2015,95391,"SUI",1
"1819",2015,95392,"SUI",0
"1820",2015,95401,"SUI",2
"1821",2015,95402,"SUI",0
"1822",2015,95403,"SUI",6
"1823",2015,95404,"SUI",7
"1824",2015,95405,"SUI",7
"1825",2015,95407,"SUI",2
"1826",2015,95409,"SUI",5
"1827",2015,95410,"SUI",2
"1828",2015,95412,"SUI",0
"1829",2015,95415,"SUI",1
"1830",2015,95416,"SUI",0
"1831",2015,95419,"SUI",0
"1832",2015,95420,"SUI",0
"1833",2015,95421,"SUI",0
"1834",2015,95422,"SUI",6
"1835",2015,95423,"SUI",2
"1836",2015,95424,"SUI",0
"1837",2015,95425,"SUI",2
"1838",2015,95426,"SUI",0
"1839",2015,95428,"SUI",0
"1840",2015,95430,"SUI",0
"1841",2015,95431,"SUI",0
"1842",2015,95432,"SUI",0
"1843",2015,95433,"SUI",0
"1844",2015,95435,"SUI",1
"1845",2015,95436,"SUI",1
"1846",2015,95437,"SUI",3
"1847",2015,95439,"SUI",0
"1848",2015,95440,"SUI",0
"1849",2015,95441,"SUI",2
"1850",2015,95442,"SUI",0
"1851",2015,95443,"SUI",0
"1852",2015,95444,"SUI",0
"1853",2015,95445,"SUI",0
"1854",2015,95446,"SUI",2
"1855",2015,95448,"SUI",3
"1856",2015,95449,"SUI",0
"1857",2015,95450,"SUI",0
"1858",2015,95451,"SUI",3
"1859",2015,95452,"SUI",0
"1860",2015,95453,"SUI",2
"1861",2015,95454,"SUI",1
"1862",2015,95456,"SUI",0
"1863",2015,95457,"SUI",2
"1864",2015,95458,"SUI",2
"1865",2015,95459,"SUI",0
"1866",2015,95460,"SUI",0
"1867",2015,95461,"SUI",2
"1868",2015,95462,"SUI",0
"1869",2015,95463,"SUI",0
"1870",2015,95464,"SUI",1
"1871",2015,95465,"SUI",1
"1872",2015,95466,"SUI",0
"1873",2015,95467,"SUI",4
"1874",2015,95468,"SUI",0
"1875",2015,95469,"SUI",2
"1876",2015,95470,"SUI",3
"1877",2015,95471,"SUI",0
"1878",2015,95472,"SUI",4
"1879",2015,95475,"SUI",0
"1880",2015,95476,"SUI",4
"1881",2015,95477,"SUI",0
"1882",2015,95482,"SUI",3
"1883",2015,95483,"SUI",0
"1884",2015,95485,"SUI",0
"1885",2015,95488,"SUI",0
"1886",2015,95490,"SUI",0
"1887",2015,95492,"SUI",4
"1888",2015,95493,"SUI",0
"1889",2015,95494,"SUI",0
"1890",2015,95497,"SUI",1
"1891",2015,95501,"SUI",10
"1892",2015,95503,"SUI",6
"1893",2015,95504,"SUI",0
"1894",2015,95511,"SUI",1
"1895",2015,95514,"SUI",0
"1896",2015,95518,"SUI",0
"1897",2015,95519,"SUI",4
"1898",2015,95521,"SUI",4
"1899",2015,95524,"SUI",0
"1900",2015,95525,"SUI",0
"1901",2015,95526,"SUI",0
"1902",2015,95527,"SUI",0
"1903",2015,95528,"SUI",1
"1904",2015,95531,"SUI",1
"1905",2015,95532,"SUI",0
"1906",2015,95536,"SUI",1
"1907",2015,95537,"SUI",0
"1908",2015,95540,"SUI",1
"1909",2015,95542,"SUI",1
"1910",2015,95543,"SUI",0
"1911",2015,95545,"SUI",0
"1912",2015,95546,"SUI",4
"1913",2015,95547,"SUI",0
"1914",2015,95548,"SUI",0
"1915",2015,95549,"SUI",0
"1916",2015,95551,"SUI",0
"1917",2015,95552,"SUI",1
"1918",2015,95553,"SUI",0
"1919",2015,95554,"SUI",0
"1920",2015,95555,"SUI",0
"1921",2015,95556,"SUI",0
"1922",2015,95558,"SUI",0
"1923",2015,95559,"SUI",0
"1924",2015,95560,"SUI",1
"1925",2015,95561,"SUI",0
"1926",2015,95562,"SUI",1
"1927",2015,95563,"SUI",0
"1928",2015,95564,"SUI",0
"1929",2015,95565,"SUI",0
"1930",2015,95567,"SUI",2
"1931",2015,95568,"SUI",0
"1932",2015,95569,"SUI",0
"1933",2015,95570,"SUI",2
"1934",2015,95571,"SUI",0
"1935",2015,95573,"SUI",1
"1936",2015,95583,"SUI",0
"1937",2015,95585,"SUI",0
"1938",2015,95587,"SUI",0
"1939",2015,95589,"SUI",0
"1940",2015,95595,"SUI",0
"1941",2015,95601,"SUI",0
"1942",2015,95602,"SUI",4
"1943",2015,95603,"SUI",4
"1944",2015,95605,"SUI",3
"1945",2015,95606,"SUI",0
"1946",2015,95607,"SUI",0
"1947",2015,95608,"SUI",9
"1948",2015,95609,"SUI",0
"1949",2015,95610,"SUI",11
"1950",2015,95611,"SUI",0
"1951",2015,95612,"SUI",0
"1952",2015,95613,"SUI",0
"1953",2015,95614,"SUI",1
"1954",2015,95615,"SUI",0
"1955",2015,95616,"SUI",6
"1956",2015,95617,"SUI",0
"1957",2015,95618,"SUI",3
"1958",2015,95619,"SUI",0
"1959",2015,95620,"SUI",1
"1960",2015,95621,"SUI",7
"1961",2015,95622,"SUI",0
"1962",2015,95623,"SUI",2
"1963",2015,95624,"SUI",6
"1964",2015,95625,"SUI",0
"1965",2015,95626,"SUI",4
"1966",2015,95627,"SUI",0
"1967",2015,95628,"SUI",8
"1968",2015,95629,"SUI",0
"1969",2015,95630,"SUI",6
"1970",2015,95631,"SUI",1
"1971",2015,95632,"SUI",4
"1972",2015,95633,"SUI",2
"1973",2015,95634,"SUI",1
"1974",2015,95635,"SUI",0
"1975",2015,95636,"SUI",0
"1976",2015,95637,"SUI",0
"1977",2015,95638,"SUI",0
"1978",2015,95639,"SUI",0
"1979",2015,95640,"SUI",3
"1980",2015,95641,"SUI",0
"1981",2015,95642,"SUI",3
"1982",2015,95645,"SUI",0
"1983",2015,95647,"SUI",0
"1984",2015,95648,"SUI",6
"1985",2015,95650,"SUI",2
"1986",2015,95651,"SUI",1
"1987",2015,95652,"SUI",0
"1988",2015,95653,"SUI",0
"1989",2015,95655,"SUI",0
"1990",2015,95656,"SUI",0
"1991",2015,95657,"SUI",0
"1992",2015,95658,"SUI",1
"1993",2015,95659,"SUI",0
"1994",2015,95660,"SUI",2
"1995",2015,95661,"SUI",2
"1996",2015,95662,"SUI",9
"1997",2015,95663,"SUI",1
"1998",2015,95664,"SUI",0
"1999",2015,95665,"SUI",0
"2000",2015,95666,"SUI",0
"2001",2015,95667,"SUI",5
"2002",2015,95668,"SUI",0
"2003",2015,95669,"SUI",0
"2004",2015,95670,"SUI",9
"2005",2015,95671,"SUI",2
"2006",2015,95672,"SUI",0
"2007",2015,95673,"SUI",1
"2008",2015,95674,"SUI",0
"2009",2015,95675,"SUI",0
"2010",2015,95676,"SUI",0
"2011",2015,95677,"SUI",2
"2012",2015,95678,"SUI",3
"2013",2015,95679,"SUI",0
"2014",2015,95681,"SUI",0
"2015",2015,95682,"SUI",6
"2016",2015,95683,"SUI",0
"2017",2015,95684,"SUI",0
"2018",2015,95685,"SUI",0
"2019",2015,95686,"SUI",1
"2020",2015,95687,"SUI",9
"2021",2015,95688,"SUI",8
"2022",2015,95689,"SUI",0
"2023",2015,95690,"SUI",1
"2024",2015,95691,"SUI",7
"2025",2015,95692,"SUI",0
"2026",2015,95693,"SUI",0
"2027",2015,95694,"SUI",2
"2028",2015,95695,"SUI",4
"2029",2015,95696,"SUI",0
"2030",2015,95697,"SUI",0
"2031",2015,95698,"SUI",0
"2032",2015,95699,"SUI",0
"2033",2015,95701,"SUI",0
"2034",2015,95703,"SUI",0
"2035",2015,95709,"SUI",0
"2036",2015,95712,"SUI",0
"2037",2015,95713,"SUI",0
"2038",2015,95714,"SUI",0
"2039",2015,95717,"SUI",0
"2040",2015,95720,"SUI",0
"2041",2015,95722,"SUI",2
"2042",2015,95723,"SUI",0
"2043",2015,95724,"SUI",1
"2044",2015,95726,"SUI",3
"2045",2015,95727,"SUI",0
"2046",2015,95729,"SUI",0
"2047",2015,95730,"SUI",0
"2048",2015,95735,"SUI",0
"2049",2015,95736,"SUI",0
"2050",2015,95742,"SUI",0
"2051",2015,95746,"SUI",1
"2052",2015,95747,"SUI",6
"2053",2015,95756,"SUI",0
"2054",2015,95757,"SUI",2
"2055",2015,95758,"SUI",3
"2056",2015,95759,"SUI",0
"2057",2015,95762,"SUI",1
"2058",2015,95763,"SUI",0
"2059",2015,95765,"SUI",5
"2060",2015,95768,"SUI",0
"2061",2015,95773,"SUI",0
"2062",2015,95776,"SUI",1
"2063",2015,95785,"SUI",0
"2064",2015,95791,"SUI",1
"2065",2015,95801,"SUI",0
"2066",2015,95804,"SUI",0
"2067",2015,95811,"SUI",1
"2068",2015,95812,"SUI",0
"2069",2015,95814,"SUI",4
"2070",2015,95815,"SUI",8
"2071",2015,95816,"SUI",1
"2072",2015,95817,"SUI",3
"2073",2015,95818,"SUI",1
"2074",2015,95819,"SUI",4
"2075",2015,95820,"SUI",1
"2076",2015,95821,"SUI",8
"2077",2015,95822,"SUI",7
"2078",2015,95823,"SUI",8
"2079",2015,95824,"SUI",0
"2080",2015,95825,"SUI",3
"2081",2015,95826,"SUI",6
"2082",2015,95827,"SUI",6
"2083",2015,95828,"SUI",7
"2084",2015,95829,"SUI",1
"2085",2015,95830,"SUI",0
"2086",2015,95831,"SUI",6
"2087",2015,95832,"SUI",1
"2088",2015,95833,"SUI",4
"2089",2015,95834,"SUI",0
"2090",2015,95835,"SUI",2
"2091",2015,95837,"SUI",1
"2092",2015,95838,"SUI",5
"2093",2015,95841,"SUI",7
"2094",2015,95842,"SUI",7
"2095",2015,95843,"SUI",5
"2096",2015,95847,"SUI",0
"2097",2015,95860,"SUI",0
"2098",2015,95861,"SUI",0
"2099",2015,95862,"SUI",0
"2100",2015,95863,"SUI",0
"2101",2015,95864,"SUI",3
"2102",2015,95891,"SUI",0
"2103",2015,95901,"SUI",7
"2104",2015,95903,"SUI",0
"2105",2015,95910,"SUI",0
"2106",2015,95911,"SUI",0
"2107",2015,95912,"SUI",0
"2108",2015,95913,"SUI",1
"2109",2015,95914,"SUI",0
"2110",2015,95916,"SUI",0
"2111",2015,95917,"SUI",1
"2112",2015,95918,"SUI",2
"2113",2015,95919,"SUI",0
"2114",2015,95920,"SUI",0
"2115",2015,95922,"SUI",0
"2116",2015,95924,"SUI",0
"2117",2015,95925,"SUI",0
"2118",2015,95926,"SUI",4
"2119",2015,95927,"SUI",0
"2120",2015,95928,"SUI",10
"2121",2015,95929,"SUI",0
"2122",2015,95930,"SUI",0
"2123",2015,95932,"SUI",0
"2124",2015,95935,"SUI",1
"2125",2015,95936,"SUI",0
"2126",2015,95937,"SUI",0
"2127",2015,95938,"SUI",0
"2128",2015,95939,"SUI",0
"2129",2015,95940,"SUI",0
"2130",2015,95941,"SUI",0
"2131",2015,95942,"SUI",0
"2132",2015,95943,"SUI",1
"2133",2015,95944,"SUI",0
"2134",2015,95945,"SUI",7
"2135",2015,95946,"SUI",5
"2136",2015,95947,"SUI",0
"2137",2015,95948,"SUI",1
"2138",2015,95949,"SUI",7
"2139",2015,95950,"SUI",0
"2140",2015,95951,"SUI",1
"2141",2015,95952,"SUI",0
"2142",2015,95953,"SUI",2
"2143",2015,95954,"SUI",0
"2144",2015,95955,"SUI",1
"2145",2015,95956,"SUI",0
"2146",2015,95957,"SUI",0
"2147",2015,95959,"SUI",2
"2148",2015,95960,"SUI",1
"2149",2015,95961,"SUI",3
"2150",2015,95962,"SUI",1
"2151",2015,95963,"SUI",3
"2152",2015,95965,"SUI",5
"2153",2015,95966,"SUI",9
"2154",2015,95967,"SUI",0
"2155",2015,95968,"SUI",0
"2156",2015,95969,"SUI",8
"2157",2015,95970,"SUI",0
"2158",2015,95971,"SUI",0
"2159",2015,95972,"SUI",0
"2160",2015,95973,"SUI",3
"2161",2015,95974,"SUI",0
"2162",2015,95975,"SUI",0
"2163",2015,95976,"SUI",0
"2164",2015,95977,"SUI",1
"2165",2015,95978,"SUI",1
"2166",2015,95979,"SUI",0
"2167",2015,95981,"SUI",0
"2168",2015,95982,"SUI",1
"2169",2015,95983,"SUI",1
"2170",2015,95984,"SUI",0
"2171",2015,95986,"SUI",0
"2172",2015,95987,"SUI",1
"2173",2015,95988,"SUI",4
"2174",2015,95991,"SUI",4
"2175",2015,95993,"SUI",2
"2176",2015,95996,"SUI",0
"2177",2015,96001,"SUI",9
"2178",2015,96002,"SUI",4
"2179",2015,96003,"SUI",12
"2180",2015,96004,"SUI",0
"2181",2015,96006,"SUI",0
"2182",2015,96007,"SUI",8
"2183",2015,96008,"SUI",0
"2184",2015,96009,"SUI",0
"2185",2015,96010,"SUI",0
"2186",2015,96011,"SUI",0
"2187",2015,96013,"SUI",0
"2188",2015,96015,"SUI",0
"2189",2015,96016,"SUI",0
"2190",2015,96017,"SUI",0
"2191",2015,96019,"SUI",3
"2192",2015,96020,"SUI",1
"2193",2015,96021,"SUI",2
"2194",2015,96022,"SUI",3
"2195",2015,96023,"SUI",0
"2196",2015,96024,"SUI",0
"2197",2015,96025,"SUI",0
"2198",2015,96027,"SUI",1
"2199",2015,96028,"SUI",2
"2200",2015,96029,"SUI",0
"2201",2015,96031,"SUI",0
"2202",2015,96032,"SUI",2
"2203",2015,96033,"SUI",0
"2204",2015,96034,"SUI",0
"2205",2015,96035,"SUI",0
"2206",2015,96037,"SUI",0
"2207",2015,96038,"SUI",1
"2208",2015,96039,"SUI",0
"2209",2015,96040,"SUI",0
"2210",2015,96041,"SUI",3
"2211",2015,96044,"SUI",0
"2212",2015,96046,"SUI",0
"2213",2015,96047,"SUI",0
"2214",2015,96048,"SUI",0
"2215",2015,96050,"SUI",0
"2216",2015,96051,"SUI",0
"2217",2015,96052,"SUI",0
"2218",2015,96054,"SUI",1
"2219",2015,96055,"SUI",0
"2220",2015,96056,"SUI",1
"2221",2015,96057,"SUI",0
"2222",2015,96058,"SUI",1
"2223",2015,96059,"SUI",0
"2224",2015,96062,"SUI",0
"2225",2015,96063,"SUI",0
"2226",2015,96064,"SUI",2
"2227",2015,96065,"SUI",0
"2228",2015,96067,"SUI",1
"2229",2015,96069,"SUI",0
"2230",2015,96073,"SUI",1
"2231",2015,96074,"SUI",0
"2232",2015,96075,"SUI",0
"2233",2015,96076,"SUI",0
"2234",2015,96078,"SUI",0
"2235",2015,96080,"SUI",7
"2236",2015,96084,"SUI",0
"2237",2015,96085,"SUI",0
"2238",2015,96086,"SUI",0
"2239",2015,96087,"SUI",0
"2240",2015,96088,"SUI",2
"2241",2015,96089,"SUI",0
"2242",2015,96090,"SUI",0
"2243",2015,96091,"SUI",0
"2244",2015,96092,"SUI",0
"2245",2015,96093,"SUI",1
"2246",2015,96094,"SUI",1
"2247",2015,96096,"SUI",0
"2248",2015,96097,"SUI",5
"2249",2015,96101,"SUI",1
"2250",2015,96103,"SUI",0
"2251",2015,96104,"SUI",0
"2252",2015,96105,"SUI",0
"2253",2015,96106,"SUI",0
"2254",2015,96107,"SUI",0
"2255",2015,96108,"SUI",0
"2256",2015,96109,"SUI",0
"2257",2015,96112,"SUI",0
"2258",2015,96113,"SUI",1
"2259",2015,96114,"SUI",3
"2260",2015,96115,"SUI",0
"2261",2015,96116,"SUI",0
"2262",2015,96117,"SUI",0
"2263",2015,96118,"SUI",1
"2264",2015,96119,"SUI",0
"2265",2015,96120,"SUI",0
"2266",2015,96121,"SUI",0
"2267",2015,96122,"SUI",2
"2268",2015,96124,"SUI",0
"2269",2015,96125,"SUI",0
"2270",2015,96128,"SUI",0
"2271",2015,96129,"SUI",0
"2272",2015,96130,"SUI",3
"2273",2015,96132,"SUI",0
"2274",2015,96133,"SUI",0
"2275",2015,96134,"SUI",0
"2276",2015,96137,"SUI",0
"2277",2015,96140,"SUI",1
"2278",2015,96141,"SUI",1
"2279",2015,96142,"SUI",1
"2280",2015,96143,"SUI",0
"2281",2015,96145,"SUI",2
"2282",2015,96148,"SUI",0
"2283",2015,96150,"SUI",6
"2284",2015,96151,"SUI",0
"2285",2015,96155,"SUI",0
"2286",2015,96158,"SUI",0
"2287",2015,96160,"SUI",0
"2288",2015,96161,"SUI",4
"2289",2015,99999,"SUI",8
